 #        t           theta             dtheta/dt=u       Energía        E_energía
  0.294000000E+01 -0.415371481E+00 -0.481698664E+00  0.122417438E+01  0.475296646E-08
  0.295000000E+01 -0.368865885E+00 -0.485620140E+00  0.122417438E+01  0.472809036E-08
  0.296000000E+01 -0.322034074E+00 -0.489074894E+00  0.122417438E+01  0.470615480E-08
  0.297000000E+01 -0.274917986E+00 -0.492059874E+00  0.122417438E+01  0.468773131E-08
  0.298000000E+01 -0.227559597E+00 -0.494572446E+00  0.122417438E+01  0.467333483E-08
  0.299000000E+01 -0.180000919E+00 -0.496610398E+00  0.122417438E+01  0.466340788E-08
  0.300000000E+01 -0.132283985E+00 -0.498171937E+00  0.122417438E+01  0.465832195E-08
  0.301000000E+01 -0.844508468E-01 -0.499255691E+00  0.122417438E+01  0.465836769E-08
  0.302000000E+01 -0.365435660E-01 -0.499860707E+00  0.122417438E+01  0.466375316E-08
  0.303000000E+01  0.113957870E-01 -0.499986455E+00  0.122417438E+01  0.467460226E-08
  0.304000000E+01  0.593251392E-01 -0.499632825E+00  0.122417438E+01  0.469095185E-08
  0.305000000E+01  0.107202419E+00 -0.498800126E+00  0.122417438E+01  0.471275352E-08
  0.306000000E+01  0.154985558E+00 -0.497489090E+00  0.122417438E+01  0.473987072E-08
  0.307000000E+01  0.202632501E+00 -0.495700869E+00  0.122417438E+01  0.477208495E-08
  0.308000000E+01  0.250101202E+00 -0.493437034E+00  0.122417438E+01  0.480909312E-08
  0.309000000E+01  0.297349638E+00 -0.490699579E+00  0.122417438E+01  0.485051732E-08
  0.310000000E+01  0.344335814E+00 -0.487490916E+00  0.122417438E+01  0.489590590E-08
  0.311000000E+01  0.391017770E+00 -0.483813877E+00  0.122417438E+01  0.494474350E-08
  0.312000000E+01  0.437353591E+00 -0.479671714E+00  0.122417438E+01  0.499644948E-08
  0.313000000E+01  0.483301421E+00 -0.475068098E+00  0.122417438E+01  0.505039499E-08
  0.314000000E+01  0.528819477E+00 -0.470007118E+00  0.122417438E+01  0.510590725E-08
  0.315000000E+01  0.573866065E+00 -0.464493280E+00  0.122417438E+01  0.516227905E-08
  0.316000000E+01  0.618399600E+00 -0.458531507E+00  0.122417438E+01  0.521877874E-08
  0.317000000E+01  0.662378627E+00 -0.452127137E+00  0.122417438E+01  0.527465982E-08
  0.318000000E+01  0.705761846E+00 -0.445285921E+00  0.122417438E+01  0.532917266E-08
  0.319000000E+01  0.748508142E+00 -0.438014023E+00  0.122417438E+01  0.538157741E-08
  0.320000000E+01  0.790576613E+00 -0.430318018E+00  0.122417438E+01  0.543115264E-08
  0.321000000E+01  0.831926605E+00 -0.422204886E+00  0.122417438E+01  0.547720691E-08
  0.322000000E+01  0.872517751E+00 -0.413682015E+00  0.122417438E+01  0.551908985E-08
  0.323000000E+01  0.912310010E+00 -0.404757194E+00  0.122417438E+01  0.555620683E-08
  0.324000000E+01  0.951263710E+00 -0.395438610E+00  0.122417438E+01  0.558802271E-08
  0.325000000E+01  0.989339597E+00 -0.385734846E+00  0.122417438E+01  0.561407743E-08
  0.326000000E+01  0.102649888E+01 -0.375654874E+00  0.122417438E+01  0.563399061E-08
  0.327000000E+01  0.106270329E+01 -0.365208052E+00  0.122417438E+01  0.564747094E-08
  0.328000000E+01  0.109791514E+01 -0.354404117E+00  0.122417438E+01  0.565432701E-08
  0.329000000E+01  0.113209737E+01 -0.343253181E+00  0.122417438E+01  0.565446534E-08
  0.330000000E+01  0.116521360E+01 -0.331765723E+00  0.122417438E+01  0.564789726E-08
  0.331000000E+01  0.119722822E+01 -0.319952581E+00  0.122417438E+01  0.563474378E-08
  0.332000000E+01  0.122810645E+01 -0.307824947E+00  0.122417438E+01  0.561523517E-08
  0.333000000E+01  0.125781438E+01 -0.295394353E+00  0.122417438E+01  0.558970448E-08
  0.334000000E+01  0.128631906E+01 -0.282672670E+00  0.122417438E+01  0.555859470E-08
  0.335000000E+01  0.131358857E+01 -0.269672090E+00  0.122417438E+01  0.552244162E-08
  0.336000000E+01  0.133959205E+01 -0.256405119E+00  0.122417438E+01  0.548187939E-08
  0.337000000E+01  0.136429984E+01 -0.242884568E+00  0.122417438E+01  0.543762213E-08
  0.338000000E+01  0.138768348E+01 -0.229123537E+00  0.122417438E+01  0.539046185E-08
  0.339000000E+01  0.140971582E+01 -0.215135403E+00  0.122417438E+01  0.534125055E-08
  0.340000000E+01  0.143037106E+01 -0.200933811E+00  0.122417438E+01  0.529089150E-08
  0.341000000E+01  0.144962483E+01 -0.186532654E+00  0.122417438E+01  0.524032218E-08
  0.342000000E+01  0.146745425E+01 -0.171946062E+00  0.122417438E+01  0.519050070E-08
  0.343000000E+01  0.148383799E+01 -0.157188388E+00  0.122417438E+01  0.514239185E-08
  0.344000000E+01  0.149875633E+01 -0.142274188E+00  0.122417438E+01  0.509694753E-08
  0.345000000E+01  0.151219119E+01 -0.127218207E+00  0.122417438E+01  0.505509168E-08
  0.346000000E+01  0.152412623E+01 -0.112035364E+00  0.122417438E+01  0.501770669E-08
  0.347000000E+01  0.153454685E+01 -0.967407309E-01  0.122417438E+01  0.498561525E-08
  0.348000000E+01  0.154344025E+01 -0.813495181E-01  0.122417438E+01  0.495956765E-08
  0.349000000E+01  0.155079547E+01 -0.658770537E-01  0.122417438E+01  0.494022534E-08
  0.350000000E+01  0.155660341E+01 -0.503387668E-01  0.122417438E+01  0.492815366E-08
  0.351000000E+01  0.156085689E+01 -0.347501675E-01  0.122417438E+01  0.492380714E-08
  0.352000000E+01  0.156355061E+01 -0.191268287E-01  0.122417438E+01  0.492752439E-08
  0.353000000E+01  0.156468123E+01 -0.348436614E-02  0.122417438E+01  0.493951946E-08
  0.354000000E+01  0.156424734E+01  0.121615804E-01  0.122417438E+01  0.495988028E-08
  0.355000000E+01  0.156224948E+01  0.277953669E-01  0.122417438E+01  0.498856534E-08
  0.356000000E+01  0.155869013E+01  0.434013645E-01  0.122417438E+01  0.502540298E-08
  0.357000000E+01  0.155357372E+01  0.589639788E-01  0.122417438E+01  0.507009568E-08
  0.358000000E+01  0.154690660E+01  0.744676694E-01  0.122417438E+01  0.512222864E-08
  0.359000000E+01  0.153869702E+01  0.898969688E-01  0.122417438E+01  0.518126875E-08
  0.360000000E+01  0.152895510E+01  0.105236502E+00  0.122417438E+01  0.524658450E-08
  0.361000000E+01  0.151769284E+01  0.120471003E+00  0.122417438E+01  0.531744626E-08
  0.362000000E+01  0.150492404E+01  0.135585336E+00  0.122417438E+01  0.539304956E-08
  0.363000000E+01  0.149066427E+01  0.150564513E+00  0.122417438E+01  0.547252110E-08
  0.364000000E+01  0.147493084E+01  0.165393709E+00  0.122417438E+01  0.555493829E-08
  0.365000000E+01  0.145774274E+01  0.180058281E+00  0.122417438E+01  0.563934122E-08
  0.366000000E+01  0.143912060E+01  0.194543783E+00  0.122417438E+01  0.572475312E-08
  0.367000000E+01  0.141908661E+01  0.208835986E+00  0.122417438E+01  0.581019521E-08
  0.368000000E+01  0.139766448E+01  0.222920888E+00  0.122417438E+01  0.589469895E-08
  0.369000000E+01  0.137487940E+01  0.236784732E+00  0.122417438E+01  0.597732885E-08
  0.370000000E+01  0.135075790E+01  0.250414021E+00  0.122417438E+01  0.605718831E-08
  0.371000000E+01  0.132532789E+01  0.263795528E+00  0.122417437E+01  0.613344309E-08
  0.372000000E+01  0.129861849E+01  0.276916313E+00  0.122417437E+01  0.620532381E-08
  0.373000000E+01  0.127066004E+01  0.289763734E+00  0.122417437E+01  0.627214392E-08
  0.374000000E+01  0.124148399E+01  0.302325455E+00  0.122417437E+01  0.633330766E-08
  0.375000000E+01  0.121112285E+01  0.314589463E+00  0.122417437E+01  0.638831454E-08
  0.376000000E+01  0.117961009E+01  0.326544073E+00  0.122417437E+01  0.643676823E-08
  0.377000000E+01  0.114698013E+01  0.338177941E+00  0.122417437E+01  0.647837961E-08
  0.378000000E+01  0.111326822E+01  0.349480069E+00  0.122417437E+01  0.651296883E-08
  0.379000000E+01  0.107851040E+01  0.360439819E+00  0.122417437E+01  0.654046617E-08
  0.380000000E+01  0.104274342E+01  0.371046913E+00  0.122417437E+01  0.656090915E-08
  0.381000000E+01  0.100600472E+01  0.381291448E+00  0.122417437E+01  0.657444210E-08
  0.382000000E+01  0.968332295E+00  0.391163895E+00  0.122417437E+01  0.658130794E-08
  0.383000000E+01  0.929764725E+00  0.400655110E+00  0.122417437E+01  0.658184551E-08
  0.384000000E+01  0.890341059E+00  0.409756335E+00  0.122417437E+01  0.657647892E-08
  0.385000000E+01  0.850100788E+00  0.418459209E+00  0.122417437E+01  0.656571508E-08
  0.386000000E+01  0.809083796E+00  0.426755762E+00  0.122417437E+01  0.655012489E-08
  0.387000000E+01  0.767330309E+00  0.434638429E+00  0.122417437E+01  0.653034338E-08
  0.388000000E+01  0.724880858E+00  0.442100048E+00  0.122417437E+01  0.650705134E-08
  0.389000000E+01  0.681776239E+00  0.449133862E+00  0.122417437E+01  0.648096976E-08
  0.390000000E+01  0.638057476E+00  0.455733526E+00  0.122417437E+01  0.645284381E-08
  0.391000000E+01  0.593765791E+00  0.461893102E+00  0.122417437E+01  0.642343401E-08
  0.392000000E+01  0.548942572E+00  0.467607070E+00  0.122417437E+01  0.639350484E-08
  0.393000000E+01  0.503629350E+00  0.472870320E+00  0.122417437E+01  0.636381459E-08
  0.394000000E+01  0.457867773E+00  0.477678162E+00  0.122417437E+01  0.633510222E-08
  0.395000000E+01  0.411699586E+00  0.482026320E+00  0.122417437E+01  0.630807673E-08
  0.396000000E+01  0.365166615E+00  0.485910938E+00  0.122417437E+01  0.628341201E-08
  0.397000000E+01  0.318310749E+00  0.489328576E+00  0.122417437E+01  0.626173358E-08
  0.398000000E+01  0.271173931E+00  0.492276216E+00  0.122417437E+01  0.624361118E-08
  0.399000000E+01  0.223798140E+00  0.494751258E+00  0.122417437E+01  0.622955332E-08
  0.400000000E+01  0.176225389E+00  0.496751522E+00  0.122417437E+01  0.621999874E-08
  0.401000000E+01  0.128497714E+00  0.498275249E+00  0.122417437E+01  0.621530938E-08
  0.402000000E+01  0.806571667E-01  0.499321100E+00  0.122417437E+01  0.621577168E-08
  0.403000000E+01  0.327458101E-01  0.499888157E+00  0.122417437E+01  0.622158614E-08
  0.404000000E+01 -0.151942852E-01  0.499975921E+00  0.122417437E+01  0.623287133E-08
  0.405000000E+01 -0.631210462E-01  0.499584315E+00  0.122417437E+01  0.624965590E-08
  0.406000000E+01 -0.110992401E+00  0.498713685E+00  0.122417437E+01  0.627188479E-08
  0.407000000E+01 -0.158766283E+00  0.497364792E+00  0.122417437E+01  0.629941477E-08
  0.408000000E+01 -0.206400636E+00  0.495538824E+00  0.122417437E+01  0.633202113E-08
  0.409000000E+01 -0.253853418E+00  0.493237385E+00  0.122417437E+01  0.636939346E-08
  0.410000000E+01 -0.301082606E+00  0.490462501E+00  0.122417437E+01  0.641114895E-08
  0.411000000E+01 -0.348046208E+00  0.487216618E+00  0.122417437E+01  0.645683129E-08
  0.412000000E+01 -0.394702267E+00  0.483502602E+00  0.122417437E+01  0.650591692E-08
  0.413000000E+01 -0.441008872E+00  0.479323738E+00  0.122417437E+01  0.655782451E-08
  0.414000000E+01 -0.486924173E+00  0.474683729E+00  0.122417437E+01  0.661191946E-08
  0.415000000E+01 -0.532406393E+00  0.469586698E+00  0.122417437E+01  0.666752631E-08
  0.416000000E+01 -0.577413846E+00  0.464037184E+00  0.122417437E+01  0.672393519E-08
  0.417000000E+01 -0.621904955E+00  0.458040142E+00  0.122417437E+01  0.678041223E-08
  0.418000000E+01 -0.665838279E+00  0.451600944E+00  0.122417437E+01  0.683621271E-08
  0.419000000E+01 -0.709172530E+00  0.444725374E+00  0.122417437E+01  0.689058544E-08
  0.420000000E+01 -0.751866609E+00  0.437419627E+00  0.122417437E+01  0.694279234E-08
  0.421000000E+01 -0.793879632E+00  0.429690312E+00  0.122417437E+01  0.699211267E-08
  0.422000000E+01 -0.835170967E+00  0.421544441E+00  0.122417437E+01  0.703786007E-08
  0.423000000E+01 -0.875700271E+00  0.412989433E+00  0.122417437E+01  0.707938641E-08
  0.424000000E+01 -0.915427530E+00  0.404033109E+00  0.122417437E+01  0.711610149E-08
  0.425000000E+01 -0.954313105E+00  0.394683688E+00  0.122417437E+01  0.714747661E-08
  0.426000000E+01 -0.992317775E+00  0.384949783E+00  0.122417437E+01  0.717305770E-08
  0.427000000E+01 -0.102940279E+01  0.374840398E+00  0.122417437E+01  0.719247017E-08
  0.428000000E+01 -0.106552993E+01  0.364364920E+00  0.122417437E+01  0.720543269E-08
  0.429000000E+01 -0.110066154E+01  0.353533118E+00  0.122417437E+01  0.721175741E-08
  0.430000000E+01 -0.113476062E+01  0.342355132E+00  0.122417437E+01  0.721136195E-08
  0.431000000E+01 -0.116779085E+01  0.330841469E+00  0.122417437E+01  0.720426718E-08
  0.432000000E+01 -0.119971670E+01  0.319002996E+00  0.122417437E+01  0.719060056E-08
  0.433000000E+01 -0.123050343E+01  0.306850932E+00  0.122417437E+01  0.717060078E-08
  0.434000000E+01 -0.126011721E+01  0.294396838E+00  0.122417437E+01  0.714461135E-08
  0.435000000E+01 -0.128852517E+01  0.281652608E+00  0.122417437E+01  0.711307968E-08
  0.436000000E+01 -0.131569547E+01  0.268630460E+00  0.122417437E+01  0.707655268E-08
  0.437000000E+01 -0.134159737E+01  0.255342927E+00  0.122417437E+01  0.703567071E-08
  0.438000000E+01 -0.136620126E+01  0.241802840E+00  0.122417437E+01  0.699115388E-08
  0.439000000E+01 -0.138947881E+01  0.228023323E+00  0.122417437E+01  0.694379976E-08
  0.440000000E+01 -0.141140296E+01  0.214017775E+00  0.122417437E+01  0.689446367E-08
  0.441000000E+01 -0.143194802E+01  0.199799861E+00  0.122417437E+01  0.684405332E-08
  0.442000000E+01 -0.145108975E+01  0.185383493E+00  0.122417437E+01  0.679350731E-08
  0.443000000E+01 -0.146880539E+01  0.170782820E+00  0.122417437E+01  0.674378731E-08
  0.444000000E+01 -0.148507372E+01  0.156012210E+00  0.122417437E+01  0.669585432E-08
  0.445000000E+01 -0.149987515E+01  0.141086236E+00  0.122417437E+01  0.665066135E-08
  0.446000000E+01 -0.151319175E+01  0.126019657E+00  0.122417437E+01  0.660912836E-08
  0.447000000E+01 -0.152500731E+01  0.110827405E+00  0.122417437E+01  0.657213395E-08
  0.448000000E+01 -0.153530736E+01  0.955245631E-01  0.122417437E+01  0.654049592E-08
  0.449000000E+01 -0.154407926E+01  0.801263518E-01  0.122417437E+01  0.651495546E-08
  0.450000000E+01 -0.155131219E+01  0.646481082E-01  0.122417437E+01  0.649617049E-08
  0.451000000E+01 -0.155699721E+01  0.491052681E-01  0.122417437E+01  0.648469545E-08
  0.452000000E+01 -0.156112727E+01  0.335133476E-01  0.122417437E+01  0.648097753E-08
  0.453000000E+01 -0.156369724E+01  0.178879235E-01  0.122417437E+01  0.648534426E-08
  0.454000000E+01 -0.156470392E+01  0.224461427E-02  0.122417437E+01  0.649800080E-08
  0.455000000E+01 -0.156414607E+01 -0.134009393E-01  0.122417437E+01  0.651902510E-08
  0.456000000E+01 -0.156202437E+01 -0.290330938E-01  0.122417437E+01  0.654836363E-08
  0.457000000E+01 -0.155834147E+01 -0.446362223E-01  0.122417437E+01  0.658583521E-08
  0.458000000E+01 -0.155310194E+01 -0.601947339E-01  0.122417437E+01  0.663113475E-08
  0.459000000E+01 -0.154631228E+01 -0.756930934E-01  0.122417437E+01  0.668383482E-08
  0.460000000E+01 -0.153798089E+01 -0.911158399E-01  0.122417437E+01  0.674339806E-08
  0.461000000E+01 -0.152811805E+01 -0.106447606E+00  0.122417437E+01  0.680917944E-08
  0.462000000E+01 -0.151673590E+01 -0.121673136E+00  0.122417437E+01  0.688044843E-08
  0.463000000E+01 -0.150384837E+01 -0.136777305E+00  0.122417437E+01  0.695639057E-08
  0.464000000E+01 -0.148947118E+01 -0.151745137E+00  0.122417437E+01  0.703612990E-08
  0.465000000E+01 -0.147362178E+01 -0.166561821E+00  0.122417437E+01  0.711873982E-08
  0.466000000E+01 -0.145631928E+01 -0.181212729E+00  0.122417437E+01  0.720325866E-08
  0.467000000E+01 -0.143758444E+01 -0.195683432E+00  0.122417437E+01  0.728870897E-08
  0.468000000E+01 -0.141743958E+01 -0.209959717E+00  0.122417437E+01  0.737411088E-08
  0.469000000E+01 -0.139590853E+01 -0.224027603E+00  0.122417437E+01  0.745850048E-08
  0.470000000E+01 -0.137301657E+01 -0.237873351E+00  0.122417437E+01  0.754094209E-08
  0.471000000E+01 -0.134879037E+01 -0.251483486E+00  0.122417437E+01  0.762054553E-08
  0.472000000E+01 -0.132325790E+01 -0.264844804E+00  0.122417437E+01  0.769648123E-08
  0.473000000E+01 -0.129644842E+01 -0.277944387E+00  0.122417437E+01  0.776798448E-08
  0.474000000E+01 -0.126839233E+01 -0.290769617E+00  0.122417437E+01  0.783437737E-08
  0.475000000E+01 -0.123912119E+01 -0.303308183E+00  0.122417437E+01  0.789507015E-08
  0.476000000E+01 -0.120866756E+01 -0.315548098E+00  0.122417437E+01  0.794957122E-08
  0.477000000E+01 -0.117706502E+01 -0.327477704E+00  0.122417437E+01  0.799749156E-08
  0.478000000E+01 -0.114434804E+01 -0.339085684E+00  0.122417437E+01  0.803855160E-08
  0.479000000E+01 -0.111055193E+01 -0.350361068E+00  0.122417437E+01  0.807257949E-08
  0.480000000E+01 -0.107571280E+01 -0.361293245E+00  0.122417437E+01  0.809951617E-08
  0.481000000E+01 -0.103986746E+01 -0.371871970E+00  0.122417437E+01  0.811940470E-08
  0.482000000E+01 -0.100305338E+01 -0.382087365E+00  0.122417437E+01  0.813239875E-08
  0.483000000E+01 -0.965308617E+00 -0.391929935E+00  0.122417437E+01  0.813874945E-08
  0.484000000E+01 -0.926671786E+00 -0.401390564E+00  0.122417437E+01  0.813880230E-08
  0.485000000E+01 -0.887181972E+00 -0.410460527E+00  0.122417437E+01  0.813298984E-08
  0.486000000E+01 -0.846878700E+00 -0.419131492E+00  0.122417437E+01  0.812182055E-08
  0.487000000E+01 -0.805801881E+00 -0.427395522E+00  0.122417437E+01  0.810587553E-08
  0.488000000E+01 -0.763991769E+00 -0.435245085E+00  0.122417437E+01  0.808578982E-08
  0.489000000E+01 -0.721488916E+00 -0.442673048E+00  0.122417437E+01  0.806225131E-08
  0.490000000E+01 -0.678334137E+00 -0.449672690E+00  0.122417437E+01  0.803597899E-08
  0.491000000E+01 -0.634568474E+00 -0.456237695E+00  0.122417437E+01  0.800772315E-08
  0.492000000E+01 -0.590233162E+00 -0.462362160E+00  0.122417437E+01  0.797824451E-08
  0.493000000E+01 -0.545369603E+00 -0.468040597E+00  0.122417437E+01  0.794830735E-08
  0.494000000E+01 -0.500019335E+00 -0.473267930E+00  0.122417437E+01  0.791866817E-08
  0.495000000E+01 -0.454224017E+00 -0.478039500E+00  0.122417437E+01  0.789006283E-08
  0.496000000E+01 -0.408025401E+00 -0.482351066E+00  0.122417437E+01  0.786320142E-08
  0.497000000E+01 -0.361465317E+00 -0.486198803E+00  0.122417437E+01  0.783875120E-08
  0.498000000E+01 -0.314585660E+00 -0.489579307E+00  0.122417437E+01  0.781733411E-08
  0.499000000E+01 -0.267428375E+00 -0.492489591E+00  0.122417437E+01  0.779951637E-08
  0.500000000E+01 -0.220035446E+00 -0.494927089E+00  0.122417437E+01  0.778580111E-08
  0.501000000E+01 -0.172448887E+00 -0.496889654E+00  0.122417437E+01  0.777661868E-08
  0.502000000E+01 -0.124710734E+00 -0.498375561E+00  0.122417437E+01  0.777232856E-08
  0.503000000E+01 -0.768630420E-01 -0.499383504E+00  0.122417437E+01  0.777320808E-08
  0.504000000E+01 -0.289478737E-01 -0.499912597E+00  0.122417437E+01  0.777945308E-08
  0.505000000E+01  0.189926998E-01 -0.499962377E+00  0.122417437E+01  0.779117437E-08
  0.506000000E+01  0.669166054E-01 -0.499532799E+00  0.122417437E+01  0.780839349E-08
  0.507000000E+01  0.114781772E+00 -0.498624240E+00  0.122417437E+01  0.783104892E-08
  0.508000000E+01  0.162546133E+00 -0.497237499E+00  0.122417437E+01  0.785899079E-08
  0.509000000E+01  0.210167632E+00 -0.495373794E+00  0.122417437E+01  0.789198618E-08
  0.510000000E+01  0.257604230E+00 -0.493034763E+00  0.122417437E+01  0.792972088E-08
  0.511000000E+01  0.304813907E+00 -0.490222466E+00  0.122417437E+01  0.797180566E-08
  0.512000000E+01  0.351754671E+00 -0.486939381E+00  0.122417437E+01  0.801777711E-08
  0.513000000E+01  0.398384570E+00 -0.483188409E+00  0.122417437E+01  0.806710831E-08
  0.514000000E+01  0.444661696E+00 -0.478972866E+00  0.122417437E+01  0.811921241E-08
  0.515000000E+01  0.490544206E+00 -0.474296490E+00  0.122417437E+01  0.817345214E-08
  0.516000000E+01  0.535990328E+00 -0.469163437E+00  0.122417437E+01  0.822914870E-08
  0.517000000E+01  0.580958384E+00 -0.463578277E+00  0.122417437E+01  0.828559088E-08
  0.518000000E+01  0.625406809E+00 -0.457546001E+00  0.122417437E+01  0.834204128E-08
  0.519000000E+01  0.669294170E+00 -0.451072011E+00  0.122417437E+01  0.839775582E-08
  0.520000000E+01  0.712579195E+00 -0.444162126E+00  0.122417437E+01  0.845198467E-08
  0.521000000E+01  0.755220800E+00 -0.436822572E+00  0.122417437E+01  0.850398818E-08
  0.522000000E+01  0.797178120E+00 -0.429059991E+00  0.122417437E+01  0.855305049E-08
  0.523000000E+01  0.838410545E+00 -0.420881426E+00  0.122417437E+01  0.859848548E-08
  0.524000000E+01  0.878877756E+00 -0.412294331E+00  0.122417437E+01  0.863965233E-08
  0.525000000E+01  0.918539767E+00 -0.403306555E+00  0.122417437E+01  0.867596239E-08
  0.526000000E+01  0.957356969E+00 -0.393926351E+00  0.122417437E+01  0.870689432E-08
  0.527000000E+01  0.995290179E+00 -0.384162363E+00  0.122417437E+01  0.873199846E-08
  0.528000000E+01  0.103230069E+01 -0.374023624E+00  0.122417437E+01  0.875090889E-08
  0.529000000E+01  0.106835031E+01 -0.363519552E+00  0.122417437E+01  0.876335093E-08
  0.530000000E+01  0.110340145E+01 -0.352659946E+00  0.122417437E+01  0.876914541E-08
  0.531000000E+01  0.113741716E+01 -0.341454975E+00  0.122417437E+01  0.876821726E-08
  0.532000000E+01  0.117036118E+01 -0.329915175E+00  0.122417437E+01  0.876059447E-08
  0.533000000E+01  0.120219802E+01 -0.318051442E+00  0.122417437E+01  0.874641692E-08
  0.534000000E+01  0.123289303E+01 -0.305875021E+00  0.122417437E+01  0.872592798E-08
  0.535000000E+01  0.126241246E+01 -0.293397500E+00  0.122417437E+01  0.869948158E-08
  0.536000000E+01  0.129072351E+01 -0.280630800E+00  0.122417437E+01  0.866753380E-08
  0.537000000E+01  0.131779442E+01 -0.267587164E+00  0.122417437E+01  0.863063754E-08
  0.538000000E+01  0.134359453E+01 -0.254279148E+00  0.122417437E+01  0.858944049E-08
  0.539000000E+01  0.136809435E+01 -0.240719608E+00  0.122417437E+01  0.854466897E-08
  0.540000000E+01  0.139126564E+01 -0.226921690E+00  0.122417437E+01  0.849712567E-08
  0.541000000E+01  0.141308143E+01 -0.212898814E+00  0.122417437E+01  0.844767101E-08
  0.542000000E+01  0.143351618E+01 -0.198664665E+00  0.122417437E+01  0.839721470E-08
  0.543000000E+01  0.145254572E+01 -0.184233175E+00  0.122417437E+01  0.834669911E-08
  0.544000000E+01  0.147014743E+01 -0.169618511E+00  0.122417437E+01  0.829708613E-08
  0.545000000E+01  0.148630023E+01 -0.154835057E+00  0.122417437E+01  0.824933655E-08
  0.546000000E+01  0.150098465E+01 -0.139897401E+00  0.122417437E+01  0.820440005E-08
  0.547000000E+01  0.151418288E+01 -0.124820318E+00  0.122417437E+01  0.816319523E-08
  0.548000000E+01  0.152587887E+01 -0.109618751E+00  0.122417437E+01  0.812659628E-08
  0.549000000E+01  0.153605828E+01 -0.943077964E-01  0.122417437E+01  0.809541478E-08
  0.550000000E+01  0.154470861E+01 -0.789026831E-01  0.122417437E+01  0.807038791E-08
  0.551000000E+01  0.155181920E+01 -0.634187571E-01  0.122417437E+01  0.805216249E-08
  0.552000000E+01  0.155738125E+01 -0.478714613E-01  0.122417437E+01  0.804128741E-08
  0.553000000E+01  0.156138786E+01 -0.322763174E-01  0.122417437E+01  0.803819944E-08
  0.554000000E+01  0.156383405E+01 -0.166489060E-01  0.122417437E+01  0.804321787E-08
  0.555000000E+01  0.156471680E+01 -0.100484828E-02  0.122417437E+01  0.805653722E-08
  0.556000000E+01  0.156403498E+01  0.146402142E-01  0.122417437E+01  0.807822298E-08
  0.557000000E+01  0.156178946E+01  0.302706385E-01  0.122417437E+01  0.810821432E-08
  0.558000000E+01  0.155798303E+01  0.458708000E-01  0.122417437E+01  0.814631984E-08
  0.559000000E+01  0.155262042E+01  0.614251114E-01  0.122417437E+01  0.819222268E-08
  0.560000000E+01  0.154570827E+01  0.769180427E-01  0.122417437E+01  0.824548674E-08
  0.561000000E+01  0.153725514E+01  0.923341398E-01  0.122417437E+01  0.830556646E-08
  0.562000000E+01  0.152727146E+01  0.107658043E+00  0.122417437E+01  0.837181191E-08
  0.563000000E+01  0.151576950E+01  0.122874508E+00  0.122417437E+01  0.844348080E-08
  0.564000000E+01  0.150276334E+01  0.137968419E+00  0.122417437E+01  0.851975668E-08
  0.565000000E+01  0.148826885E+01  0.152924813E+00  0.122417437E+01  0.859975779E-08
  0.566000000E+01  0.147230359E+01  0.167728893E+00  0.122417437E+01  0.868255357E-08
  0.567000000E+01  0.145488683E+01  0.182366046E+00  0.122417437E+01  0.876718254E-08
  0.568000000E+01  0.143603944E+01  0.196821860E+00  0.122417437E+01  0.885266416E-08
  0.569000000E+01  0.141578386E+01  0.211082140E+00  0.122417437E+01  0.893802121E-08
  0.570000000E+01  0.139414404E+01  0.225132923E+00  0.122417437E+01  0.902228980E-08
  0.571000000E+01  0.137114537E+01  0.238960491E+00  0.122417437E+01  0.910453912E-08
  0.572000000E+01  0.134681463E+01  0.252551389E+00  0.122417437E+01  0.918388166E-08
  0.573000000E+01  0.132117990E+01  0.265892437E+00  0.122417437E+01  0.925949206E-08
  0.574000000E+01  0.129427052E+01  0.278970738E+00  0.122417437E+01  0.933061406E-08
  0.575000000E+01  0.126611700E+01  0.291773700E+00  0.122417437E+01  0.939657552E-08
  0.576000000E+01  0.123675095E+01  0.304289036E+00  0.122417437E+01  0.945679401E-08
  0.577000000E+01  0.120620506E+01  0.316504786E+00  0.122417437E+01  0.951078616E-08
  0.578000000E+01  0.117451295E+01  0.328409316E+00  0.122417437E+01  0.955817203E-08
  0.579000000E+01  0.114170917E+01  0.339991339E+00  0.122417437E+01  0.959868096E-08
  0.580000000E+01  0.110782909E+01  0.351239912E+00  0.122417437E+01  0.963214775E-08
  0.581000000E+01  0.107290889E+01  0.362144453E+00  0.122417437E+01  0.965852243E-08
  0.582000000E+01  0.103698541E+01  0.372694745E+00  0.122417437E+01  0.967785763E-08
  0.583000000E+01  0.100009619E+01  0.382880942E+00  0.122417437E+01  0.969031611E-08
  0.584000000E+01  0.962279339E+00  0.392693577E+00  0.122417437E+01  0.969615344E-08
  0.585000000E+01  0.923573491E+00  0.402123565E+00  0.122417437E+01  0.969572422E-08
  0.586000000E+01  0.884017777E+00  0.411162213E+00  0.122417437E+01  0.968946745E-08
  0.587000000E+01  0.843651755E+00  0.419801220E+00  0.122417437E+01  0.967789804E-08
  0.588000000E+01  0.802515362E+00  0.428032680E+00  0.122417437E+01  0.966160130E-08
  0.589000000E+01  0.760648879E+00  0.435849093E+00  0.122417437E+01  0.964121627E-08
  0.590000000E+01  0.718092880E+00  0.443243360E+00  0.122417437E+01  0.961743440E-08
