        t                       df_5p
   1.1445783132530121       0.33197747375132691     
   1.1646586345381527       0.26901500792589672     
   1.1847389558232932       0.20588125900330953     
   1.2048192771084336       0.14261642453287249     
   1.2248995983935742        7.9260785526688929E-002
   1.2449799196787148        1.5854680812537159E-002
   1.2650602409638554       -4.7561518650066532E-002
   1.2851405622489960      -0.11094743547422324     
   1.3052208835341366      -0.17426271155413786     
   1.3253012048192772      -0.23746703376130909     
   1.3453815261044177      -0.30052015961206602     
   1.3654618473895583      -0.36338194289014891     
   1.3855421686746987      -0.42601235920801162     
   1.4056224899598393      -0.48837153149053530     
   1.4257028112449799      -0.55041975536489951     
   1.4457831325301205      -0.61211752444056622     
   1.4658634538152611      -0.67342555546322980     
   1.4859437751004017      -0.73430481332655584     
   1.5060240963855422      -0.79471653592605951     
   1.5261044176706826      -0.85462225883915688     
   1.5461847389558232      -0.91398383981558284     
   1.5662650602409638      -0.97276348306274207     
   1.5863453815261044       -1.0309237633104802     
   1.6064257028112450       -1.0884276496399115     
   1.6265060240963856       -1.1452385290612337     
   1.6465863453815262       -1.2013202298252927     
   1.6666666666666667       -1.2566370444543378     
   1.6867469879518073       -1.3111537524772345     
   1.7068273092369477       -1.3648356428543673     
   1.7269076305220883       -1.4176485360783353     
   1.7469879518072289       -1.4695588059362632     
   1.7670682730923695       -1.5205334009197682     
   1.7871485943775101       -1.5705398652689126     
   1.8072289156626506       -1.6195463596370674     
   1.8273092369477912       -1.6675216813630920     
   1.8473895582329316       -1.7144352843382338     
   1.8674698795180722       -1.7602572984549165     
   1.8875502008032128       -1.8049585486252460     
   1.9076305220883534       -1.8485105733569516     
   1.9277108433734940       -1.8908856428748371     
   1.9477911646586346       -1.9320567767766146     
   1.9678714859437751       -1.9719977612112973     
   1.9879518072289157       -2.0106831655697079     
   2.0080321285140563       -2.0480883586763374     
   2.0281124497991967       -2.0841895244721398     
   2.0481927710843375       -2.1189636771782117     
   2.0682730923694779       -2.1523886759310180     
   2.0883534136546187       -2.1844432388795845     
   2.1084337349397591       -2.2151069567357347     
   2.1285140562248994       -2.2443603057688164     
   2.1485943775100402       -2.2721846602363849     
   2.1686746987951806       -2.2985623042436329     
   2.1887550200803214       -2.3234764430228183     
   2.2088353413654618       -2.3469112136268424     
   2.2289156626506026       -2.3688516950290448     
   2.2489959839357430       -2.3892839176235956     
   2.2690763052208833       -2.4081948721202671     
   2.2891566265060241       -2.4255725178268572     
   2.3092369477911645       -2.4414057903161783     
   2.3293172690763053       -2.4556846084706092     
   2.3493975903614457       -2.4683998809006988     
   2.3694779116465865       -2.4795435117338083     
   2.3895582329317269       -2.4891084057687429     
   2.4096385542168672       -2.4970884729933718     
   2.4297188755020080       -2.5034786324619542     
   2.4497991967871484       -2.5082748155305667     
   2.4698795180722892       -2.5114739684472700     
   2.4899598393574296       -2.5130740542966752     
   2.5100401606425704       -2.5130740542966756     
   2.5301204819277108       -2.5114739684472696     
   2.5502008032128516       -2.5082748155305712     
   2.5702811244979920       -2.5034786324619289     
   2.5903614457831323       -2.4970884729933447     
   2.6104417670682731       -2.4891084057687456     
   2.6305220883534135       -2.4795435117338340     
   2.6506024096385543       -2.4683998809007255     
   2.6706827309236947       -2.4556846084706065     
   2.6907630522088355       -2.4414057903161757     
   2.7108433734939759       -2.4255725178268599     
   2.7309236947791167       -2.4081948721202715     
   2.7510040160642570       -2.3892839176235952     
   2.7710843373493974       -2.3688516950290421     
   2.7911646586345382       -2.3469112136268406     
   2.8112449799196786       -2.3234764430228210     
   2.8313253012048194       -2.2985623042436258     
   2.8514056224899598       -2.2721846602364120     
   2.8714859437751006       -2.2443603057688164     
   2.8915662650602409       -2.2151069567357071     
   2.9116465863453813       -2.1844432388795894     
   2.9317269076305221       -2.1523886759310145     
   2.9518072289156625       -2.1189636771782383     
   2.9718875502008033       -2.0841895244721664     
   2.9919678714859437       -2.0480883586763521     
   3.0120481927710845       -2.0106831655697079     
   3.0321285140562249       -1.9719977612112485     
   3.0522088353413652       -1.9320567767765868     
   3.0722891566265060       -1.8908856428748499     
   3.0923694779116464       -1.8485105733569340     
   3.1124497991967872       -1.8049585486252044     
   3.1325301204819276       -1.7602572984549165     
   3.1526104417670684       -1.7144352843382513     
   3.1726907630522088       -1.6675216813631160     
   3.1927710843373496       -1.6195463596370812     
   3.2128514056224899       -1.5705398652688916     
   3.2329317269076303       -1.5205334009197673     
   3.2530120481927711       -1.4695588059362661     
   3.2730923694779115       -1.4176485360783371     
   3.2931726907630523       -1.3648356428543866     
   3.3132530120481927       -1.3111537524772583     
   3.3333333333333335       -1.2566370444543600     
   3.3534136546184738       -1.2013202298252670     
   3.3734939759036147       -1.1452385290612164     
   3.3935742971887550       -1.0884276496398939     
   3.4136546184738954       -1.0309237633104831     
   3.4337349397590362      -0.97276348306274674     
   3.4538152610441766      -0.91398383981559117     
   3.4738955823293174      -0.85462225883917631     
   3.4939759036144578      -0.79471653592606328     
   3.5140562248995986      -0.73430481332655029     
   3.5341365461847389      -0.67342555546321414     
   3.5542168674698793      -0.61211752444057077     
   3.5742971887550201      -0.55041975536489673     
   3.5943775100401605      -0.48837153149053619     
   3.6144578313253013      -0.42601235920801622     
   3.6345381526104417      -0.36338194289014430     
   3.6546184738955825      -0.30052015961205863     
   3.6746987951807228      -0.23746703376131645     
   3.6947791164658632      -0.17426271155414061     
   3.7148594377510040      -0.11094743547422509     
   3.7349397590361444       -4.7561518650066532E-002
   3.7550200803212852        1.5854680812537159E-002
   3.7751004016064256        7.9260785526688013E-002
   3.7951807228915664       0.14261642453287987     
   3.8152610441767068       0.20588125900331231     
   3.8353413654618476       0.26901500792590594     
   3.8554216867469879       0.33197747375132597     
   3.8755020080321283       0.39472856798696637     
   3.8955823293172691       0.45722833672153018     
   3.9156626506024095       0.51943698606378597     
   3.9357429718875503       0.58131490747955750     
   3.9558232931726907       0.64282270301070643     
   3.9759036144578315       0.70392121035992128     
   3.9959839357429718       0.76457152782558391     
   4.0160642570281126       0.82473503907059942     
   4.0361445783132526       0.88437343770970456     
   4.0562248995983934       0.94344875169929665     
   4.0763052208835342        1.0019233675141488     
   4.0963855421686750        1.0597600540965588     
   4.1164658634538149        1.1169219865612743     
   4.1365461847389557        1.1733727696420178     
   4.1566265060240966        1.2290764608647073     
   4.1767068273092374        1.2839975934319752     
   4.1967871485943773        1.3381011988052223     
   4.2168674698795181        1.3913528289692922     
   4.2369477911646589        1.4437185783654043     
   4.2570281124497988        1.4951651054791821     
   4.2771084337349397        1.5456596540694989     
   4.2971887550200805        1.5951700740241441     
   4.3172690763052213        1.6436648418300708     
   4.3373493975903612        1.6911130806450199     
   4.3574297188755020        1.7374845799562877     
   4.3775100401606428        1.7827498148161083     
   4.3975903614457827        1.8268799646406642     
   4.4176706827309236        1.8698469315598636     
   4.4377510040160644        1.9116233583075446     
   4.4578313253012052        1.9521826456398117     
   4.4779116465863451        1.9914989692714673     
   4.4979919678714859        2.0295472963177961     
   4.5180722891566267        2.0663034012330517     
   4.5381526104417667        2.1017438812358877     
   4.5582329317269075        2.1358461712091232     
   4.5783132530120483        2.1685885580670656     
   4.5983935742971891        2.1999501945810604     
   4.6184738955823290        2.2299111126524083     
   4.6385542168674698        2.2584522360263195     
   4.6586345381526106        2.2855553924376188     
   4.6787148594377506        2.3112033251817157     
   4.6987951807228914        2.3353797041014470     
   4.7188755020080322        2.3580691359846520     
   4.7389558232931730        2.3792571743654021     
   4.7590361445783129        2.3989303287217885     
   4.7791164658634537        2.4170760730658301     
   4.7991967871485945        2.4336828539181501     
   4.8192771084337345        2.4487400976647380     
   4.8393574297188753        2.4622382172892023     
   4.8594377510040161        2.4741686184762748     
   4.8795180722891569        2.4845237050844688     
   4.8995983935742968        2.4932968839824614     
   4.9196787148594376        2.5004825692467496     
   4.9397590361445785        2.5060761857183236     
   4.9598393574297193        2.5100741719155524     
