 #         t          y_h            y_exact      E(ABS)
  0.185000000E+00  0.921137029E+00  0.921137029E+00  0.216837659E-11
  0.190000000E+00  0.921150543E+00  0.921150543E+00  0.313182813E-11
  0.195000000E+00  0.921221663E+00  0.921221663E+00  0.413336032E-11
  0.200000000E+00  0.921345498E+00  0.921345498E+00  0.517175192E-11
  0.205000000E+00  0.921517129E+00  0.921517129E+00  0.624589269E-11
  0.210000000E+00  0.921731613E+00  0.921731613E+00  0.735433936E-11
  0.215000000E+00  0.921983988E+00  0.921983988E+00  0.849587067E-11
  0.220000000E+00  0.922269281E+00  0.922269281E+00  0.966926539E-11
  0.225000000E+00  0.922582506E+00  0.922582506E+00  0.108731912E-10
  0.230000000E+00  0.922918676E+00  0.922918676E+00  0.121063159E-10
  0.235000000E+00  0.923272804E+00  0.923272804E+00  0.133671962E-10
  0.240000000E+00  0.923639909E+00  0.923639909E+00  0.146544998E-10
  0.245000000E+00  0.924015018E+00  0.924015018E+00  0.159666724E-10
  0.250000000E+00  0.924393175E+00  0.924393175E+00  0.173020487E-10
  0.255000000E+00  0.924769444E+00  0.924769444E+00  0.186595184E-10
  0.260000000E+00  0.925138913E+00  0.925138913E+00  0.200375272E-10
  0.265000000E+00  0.925496700E+00  0.925496700E+00  0.214342988E-10
  0.270000000E+00  0.925837956E+00  0.925837956E+00  0.228483898E-10
  0.275000000E+00  0.926157871E+00  0.926157871E+00  0.242781351E-10
  0.280000000E+00  0.926451680E+00  0.926451680E+00  0.257223132E-10
  0.285000000E+00  0.926714663E+00  0.926714663E+00  0.271790368E-10
  0.290000000E+00  0.926942155E+00  0.926942155E+00  0.286467516E-10
  0.295000000E+00  0.927129546E+00  0.927129546E+00  0.301239034E-10
  0.300000000E+00  0.927272291E+00  0.927272291E+00  0.316089377E-10
  0.305000000E+00  0.927365906E+00  0.927365906E+00  0.330998562E-10
  0.310000000E+00  0.927405981E+00  0.927405981E+00  0.345954376E-10
  0.315000000E+00  0.927388178E+00  0.927388178E+00  0.360939056E-10
  0.320000000E+00  0.927308240E+00  0.927308240E+00  0.375934839E-10
  0.325000000E+00  0.927161989E+00  0.927161989E+00  0.390926180E-10
  0.330000000E+00  0.926945337E+00  0.926945337E+00  0.405898648E-10
  0.335000000E+00  0.926654285E+00  0.926654285E+00  0.420833368E-10
  0.340000000E+00  0.926284929E+00  0.926284929E+00  0.435714798E-10
  0.345000000E+00  0.925833463E+00  0.925833463E+00  0.450526283E-10
  0.350000000E+00  0.925296183E+00  0.925296183E+00  0.465252281E-10
  0.355000000E+00  0.924669489E+00  0.924669489E+00  0.479877249E-10
  0.360000000E+00  0.923949893E+00  0.923949893E+00  0.494384533E-10
  0.365000000E+00  0.923134016E+00  0.923134016E+00  0.508756370E-10
  0.370000000E+00  0.922218596E+00  0.922218596E+00  0.522979438E-10
  0.375000000E+00  0.921200488E+00  0.921200488E+00  0.537037081E-10
  0.380000000E+00  0.920076672E+00  0.920076672E+00  0.550917090E-10
  0.385000000E+00  0.918844248E+00  0.918844248E+00  0.564597258E-10
  0.390000000E+00  0.917500446E+00  0.917500446E+00  0.578068704E-10
  0.395000000E+00  0.916042625E+00  0.916042625E+00  0.591313665E-10
  0.400000000E+00  0.914468276E+00  0.914468276E+00  0.604319927E-10
  0.405000000E+00  0.912775026E+00  0.912775026E+00  0.617071949E-10
  0.410000000E+00  0.910960637E+00  0.910960637E+00  0.629553076E-10
  0.415000000E+00  0.909023011E+00  0.909023011E+00  0.641754427E-10
  0.420000000E+00  0.906960192E+00  0.906960192E+00  0.653659349E-10
  0.425000000E+00  0.904770366E+00  0.904770365E+00  0.665254518E-10
  0.430000000E+00  0.902451861E+00  0.902451861E+00  0.676528833E-10
  0.435000000E+00  0.900003156E+00  0.900003156E+00  0.687466750E-10
  0.440000000E+00  0.897422875E+00  0.897422875E+00  0.698058278E-10
  0.445000000E+00  0.894709789E+00  0.894709789E+00  0.708293424E-10
  0.450000000E+00  0.891862822E+00  0.891862822E+00  0.718154425E-10
  0.455000000E+00  0.888881047E+00  0.888881047E+00  0.727635729E-10
  0.460000000E+00  0.885763690E+00  0.885763690E+00  0.736726236E-10
  0.465000000E+00  0.882510127E+00  0.882510127E+00  0.745411510E-10
  0.470000000E+00  0.879119890E+00  0.879119890E+00  0.753683782E-10
  0.475000000E+00  0.875592662E+00  0.875592661E+00  0.761535279E-10
  0.480000000E+00  0.871928279E+00  0.871928279E+00  0.768953790E-10
  0.485000000E+00  0.868126734E+00  0.868126733E+00  0.775932651E-10
  0.490000000E+00  0.864188169E+00  0.864188169E+00  0.782464094E-10
  0.495000000E+00  0.860112882E+00  0.860112882E+00  0.788539234E-10
  0.500000000E+00  0.855901323E+00  0.855901323E+00  0.794150301E-10
  0.505000000E+00  0.851554095E+00  0.851554094E+00  0.799290634E-10
  0.510000000E+00  0.847071951E+00  0.847071951E+00  0.803954681E-10
  0.515000000E+00  0.842455796E+00  0.842455796E+00  0.808134670E-10
  0.520000000E+00  0.837706686E+00  0.837706686E+00  0.811825052E-10
  0.525000000E+00  0.832825823E+00  0.832825823E+00  0.815023604E-10
  0.530000000E+00  0.827814558E+00  0.827814558E+00  0.817723667E-10
  0.535000000E+00  0.822674387E+00  0.822674387E+00  0.819921908E-10
  0.540000000E+00  0.817406953E+00  0.817406952E+00  0.821612778E-10
  0.545000000E+00  0.812014037E+00  0.812014037E+00  0.822796276E-10
  0.550000000E+00  0.806497566E+00  0.806497566E+00  0.823469071E-10
  0.555000000E+00  0.800859602E+00  0.800859602E+00  0.823628943E-10
  0.560000000E+00  0.795102347E+00  0.795102347E+00  0.823273671E-10
  0.565000000E+00  0.789228134E+00  0.789228134E+00  0.822403257E-10
  0.570000000E+00  0.783239431E+00  0.783239430E+00  0.821016588E-10
  0.575000000E+00  0.777138833E+00  0.777138833E+00  0.819112556E-10
  0.580000000E+00  0.770929066E+00  0.770929066E+00  0.816694490E-10
  0.585000000E+00  0.764612976E+00  0.764612976E+00  0.813762391E-10
  0.590000000E+00  0.758193532E+00  0.758193531E+00  0.810317369E-10
  0.595000000E+00  0.751673821E+00  0.751673821E+00  0.806361644E-10
  0.600000000E+00  0.745057046E+00  0.745057046E+00  0.801899658E-10
  0.605000000E+00  0.738346521E+00  0.738346521E+00  0.796932520E-10
  0.610000000E+00  0.731545669E+00  0.731545669E+00  0.791463561E-10
  0.615000000E+00  0.724658018E+00  0.724658017E+00  0.785497223E-10
  0.620000000E+00  0.717687196E+00  0.717687196E+00  0.779040166E-10
  0.625000000E+00  0.710636933E+00  0.710636933E+00  0.772093500E-10
  0.630000000E+00  0.703511048E+00  0.703511048E+00  0.764667218E-10
  0.635000000E+00  0.696313455E+00  0.696313455E+00  0.756765761E-10
  0.640000000E+00  0.689048150E+00  0.689048150E+00  0.748394680E-10
  0.645000000E+00  0.681719214E+00  0.681719214E+00  0.739560635E-10
  0.650000000E+00  0.674330806E+00  0.674330806E+00  0.730273619E-10
  0.655000000E+00  0.666887159E+00  0.666887159E+00  0.720539184E-10
  0.660000000E+00  0.659392574E+00  0.659392574E+00  0.710369541E-10
  0.665000000E+00  0.651851420E+00  0.651851420E+00  0.699768021E-10
  0.670000000E+00  0.644268126E+00  0.644268126E+00  0.688745727E-10
  0.675000000E+00  0.636647176E+00  0.636647176E+00  0.677312650E-10
  0.680000000E+00  0.628993110E+00  0.628993110E+00  0.665483224E-10
  0.685000000E+00  0.621310511E+00  0.621310511E+00  0.653260779E-10
  0.690000000E+00  0.613604008E+00  0.613604008E+00  0.640661968E-10
  0.695000000E+00  0.605878267E+00  0.605878267E+00  0.627694563E-10
  0.700000000E+00  0.598137989E+00  0.598137989E+00  0.614371887E-10
  0.705000000E+00  0.590387903E+00  0.590387903E+00  0.600703931E-10
  0.710000000E+00  0.582632761E+00  0.582632761E+00  0.586704019E-10
  0.715000000E+00  0.574877337E+00  0.574877337E+00  0.572385472E-10
  0.720000000E+00  0.567126418E+00  0.567126418E+00  0.557763835E-10
  0.725000000E+00  0.559384801E+00  0.559384801E+00  0.542847989E-10
  0.730000000E+00  0.551657288E+00  0.551657288E+00  0.527652366E-10
  0.735000000E+00  0.543948681E+00  0.543948681E+00  0.512191400E-10
  0.740000000E+00  0.536263779E+00  0.536263779E+00  0.496481745E-10
  0.745000000E+00  0.528607370E+00  0.528607370E+00  0.480533391E-10
  0.750000000E+00  0.520984229E+00  0.520984229E+00  0.464364103E-10
  0.755000000E+00  0.513399109E+00  0.513399109E+00  0.447986093E-10
  0.760000000E+00  0.505856745E+00  0.505856745E+00  0.431414904E-10
  0.765000000E+00  0.498361837E+00  0.498361837E+00  0.414669965E-10
  0.770000000E+00  0.490919057E+00  0.490919057E+00  0.397762934E-10
  0.775000000E+00  0.483533037E+00  0.483533037E+00  0.380708243E-10
  0.780000000E+00  0.476208366E+00  0.476208366E+00  0.363524211E-10
  0.785000000E+00  0.468949587E+00  0.468949587E+00  0.346226381E-10
  0.790000000E+00  0.461761190E+00  0.461761190E+00  0.328829186E-10
  0.795000000E+00  0.454647612E+00  0.454647612E+00  0.311351500E-10
  0.800000000E+00  0.447613225E+00  0.447613225E+00  0.293806646E-10
  0.805000000E+00  0.440662339E+00  0.440662339E+00  0.276211831E-10
  0.810000000E+00  0.433799195E+00  0.433799195E+00  0.258584265E-10
  0.815000000E+00  0.427027959E+00  0.427027959E+00  0.240937825E-10
  0.820000000E+00  0.420352719E+00  0.420352719E+00  0.223292496E-10
  0.825000000E+00  0.413777483E+00  0.413777483E+00  0.205662709E-10
  0.830000000E+00  0.407306171E+00  0.407306171E+00  0.188065119E-10
  0.835000000E+00  0.400942616E+00  0.400942616E+00  0.170514158E-10
  0.840000000E+00  0.394690555E+00  0.394690555E+00  0.153027591E-10
  0.845000000E+00  0.388553628E+00  0.388553628E+00  0.135624290E-10
  0.850000000E+00  0.382535375E+00  0.382535375E+00  0.118315358E-10
  0.855000000E+00  0.376639232E+00  0.376639232E+00  0.101121889E-10
  0.860000000E+00  0.370868524E+00  0.370868524E+00  0.840560954E-11
  0.865000000E+00  0.365226467E+00  0.365226467E+00  0.671357414E-11
  0.870000000E+00  0.359716162E+00  0.359716162E+00  0.503747044E-11
  0.875000000E+00  0.354340593E+00  0.354340593E+00  0.337913031E-11
  0.880000000E+00  0.349102622E+00  0.349102622E+00  0.173977499E-11
  0.885000000E+00  0.344004988E+00  0.344004988E+00  0.121180843E-12
  0.890000000E+00  0.339050303E+00  0.339050303E+00  0.147537538E-11
  0.895000000E+00  0.334241051E+00  0.334241051E+00  0.304817283E-11
  0.900000000E+00  0.329579584E+00  0.329579584E+00  0.459587923E-11
  0.905000000E+00  0.325068120E+00  0.325068120E+00  0.611716233E-11
  0.910000000E+00  0.320708740E+00  0.320708740E+00  0.761046781E-11
  0.915000000E+00  0.316503389E+00  0.316503389E+00  0.907446340E-11
  0.920000000E+00  0.312453870E+00  0.312453870E+00  0.105078724E-10
  0.925000000E+00  0.308561844E+00  0.308561844E+00  0.119091959E-10
  0.930000000E+00  0.304828828E+00  0.304828828E+00  0.132773792E-10
  0.935000000E+00  0.301256195E+00  0.301256195E+00  0.146110346E-10
  0.940000000E+00  0.297845171E+00  0.297845171E+00  0.159089408E-10
  0.945000000E+00  0.294596832E+00  0.294596832E+00  0.171699321E-10
  0.950000000E+00  0.291512108E+00  0.291512108E+00  0.183928983E-10
  0.955000000E+00  0.288591776E+00  0.288591776E+00  0.195766736E-10
  0.960000000E+00  0.285836463E+00  0.285836463E+00  0.207202033E-10
  0.965000000E+00  0.283246645E+00  0.283246645E+00  0.218223772E-10
  0.970000000E+00  0.280822647E+00  0.280822647E+00  0.228822516E-10
  0.975000000E+00  0.278564637E+00  0.278564637E+00  0.238989939E-10
  0.980000000E+00  0.276472636E+00  0.276472636E+00  0.248715493E-10
  0.985000000E+00  0.274546508E+00  0.274546508E+00  0.257989741E-10
  0.990000000E+00  0.272785967E+00  0.272785967E+00  0.266806577E-10
  0.995000000E+00  0.271190572E+00  0.271190572E+00  0.275157119E-10
  0.100000000E+01  0.269759731E+00  0.269759731E+00  0.283033597E-10
