 #         t          y_h            y_exact      E(ABS)
  0.635000000E+00  0.696317557E+00  0.696313455E+00  0.410265562E-05
  0.640000000E+00  0.689052020E+00  0.689048150E+00  0.387025679E-05
  0.645000000E+00  0.681722852E+00  0.681719214E+00  0.363831689E-05
  0.650000000E+00  0.674334213E+00  0.674330806E+00  0.340705630E-05
  0.655000000E+00  0.666890336E+00  0.666887159E+00  0.317669473E-05
  0.660000000E+00  0.659395522E+00  0.659392574E+00  0.294745094E-05
  0.665000000E+00  0.651854140E+00  0.651851420E+00  0.271954260E-05
  0.670000000E+00  0.644270619E+00  0.644268126E+00  0.249318603E-05
  0.675000000E+00  0.636649445E+00  0.636647176E+00  0.226859600E-05
  0.680000000E+00  0.628995156E+00  0.628993110E+00  0.204598552E-05
  0.685000000E+00  0.621312336E+00  0.621310511E+00  0.182556562E-05
  0.690000000E+00  0.613605615E+00  0.613604008E+00  0.160754516E-05
  0.695000000E+00  0.605879659E+00  0.605878267E+00  0.139213060E-05
  0.700000000E+00  0.598139169E+00  0.598137989E+00  0.117952582E-05
  0.705000000E+00  0.590388873E+00  0.590387903E+00  0.969931913E-06
  0.710000000E+00  0.582633525E+00  0.582632761E+00  0.763546977E-06
  0.715000000E+00  0.574877898E+00  0.574877337E+00  0.560565928E-06
  0.720000000E+00  0.567126779E+00  0.567126418E+00  0.361180306E-06
  0.725000000E+00  0.559384966E+00  0.559384801E+00  0.165578088E-06
  0.730000000E+00  0.551657262E+00  0.551657288E+00  0.260564992E-07
  0.735000000E+00  0.543948468E+00  0.543948681E+00  0.213543158E-06
  0.740000000E+00  0.536263383E+00  0.536263779E+00  0.396705700E-06
  0.745000000E+00  0.528606795E+00  0.528607370E+00  0.575372219E-06
  0.750000000E+00  0.520983479E+00  0.520984229E+00  0.749375259E-06
  0.755000000E+00  0.513398191E+00  0.513399109E+00  0.918551981E-06
  0.760000000E+00  0.505855662E+00  0.505856745E+00  0.108274432E-05
  0.765000000E+00  0.498360595E+00  0.498361837E+00  0.124179915E-05
  0.770000000E+00  0.490917662E+00  0.490919057E+00  0.139556841E-05
  0.775000000E+00  0.483531493E+00  0.483533037E+00  0.154390929E-05
  0.780000000E+00  0.476206679E+00  0.476208366E+00  0.168668434E-05
  0.785000000E+00  0.468947763E+00  0.468949587E+00  0.182376161E-05
  0.790000000E+00  0.461759235E+00  0.461761190E+00  0.195501478E-05
  0.795000000E+00  0.454645531E+00  0.454647612E+00  0.208032331E-05
  0.800000000E+00  0.447611025E+00  0.447613225E+00  0.219957251E-05
  0.805000000E+00  0.440660027E+00  0.440662339E+00  0.231265370E-05
  0.810000000E+00  0.433796776E+00  0.433799195E+00  0.241946429E-05
  0.815000000E+00  0.427025439E+00  0.427027959E+00  0.251990789E-05
  0.820000000E+00  0.420350105E+00  0.420352719E+00  0.261389439E-05
  0.825000000E+00  0.413774781E+00  0.413777483E+00  0.270134009E-05
  0.830000000E+00  0.407303389E+00  0.407306171E+00  0.278216772E-05
  0.835000000E+00  0.400939760E+00  0.400942616E+00  0.285630657E-05
  0.840000000E+00  0.394687631E+00  0.394690555E+00  0.292369254E-05
  0.845000000E+00  0.388550644E+00  0.388553628E+00  0.298426819E-05
  0.850000000E+00  0.382532337E+00  0.382535375E+00  0.303798282E-05
  0.855000000E+00  0.376636147E+00  0.376639232E+00  0.308479250E-05
  0.860000000E+00  0.370865399E+00  0.370868524E+00  0.312466011E-05
  0.865000000E+00  0.365223309E+00  0.365226467E+00  0.315755543E-05
  0.870000000E+00  0.359712979E+00  0.359716162E+00  0.318345508E-05
  0.875000000E+00  0.354337391E+00  0.354340593E+00  0.320234260E-05
  0.880000000E+00  0.349099408E+00  0.349102622E+00  0.321420849E-05
  0.885000000E+00  0.344001769E+00  0.344004988E+00  0.321905014E-05
  0.890000000E+00  0.339047086E+00  0.339050303E+00  0.321687189E-05
  0.895000000E+00  0.334237844E+00  0.334241051E+00  0.320768504E-05
  0.900000000E+00  0.329576393E+00  0.329579584E+00  0.319150778E-05
  0.905000000E+00  0.325064951E+00  0.325068120E+00  0.316836521E-05
  0.910000000E+00  0.320705602E+00  0.320708740E+00  0.313828931E-05
  0.915000000E+00  0.316500288E+00  0.316503389E+00  0.310131891E-05
  0.920000000E+00  0.312450812E+00  0.312453870E+00  0.305749965E-05
  0.925000000E+00  0.308558837E+00  0.308561844E+00  0.300688391E-05
  0.930000000E+00  0.304825878E+00  0.304828828E+00  0.294953082E-05
  0.935000000E+00  0.301253310E+00  0.301256195E+00  0.288550612E-05
  0.940000000E+00  0.297842356E+00  0.297845171E+00  0.281488216E-05
  0.945000000E+00  0.294594095E+00  0.294596832E+00  0.273773780E-05
  0.950000000E+00  0.291509454E+00  0.291512108E+00  0.265415833E-05
  0.955000000E+00  0.288589212E+00  0.288591776E+00  0.256423542E-05
  0.960000000E+00  0.285833995E+00  0.285836463E+00  0.246806696E-05
  0.965000000E+00  0.283244280E+00  0.283246645E+00  0.236575703E-05
  0.970000000E+00  0.280820389E+00  0.280822647E+00  0.225741577E-05
  0.975000000E+00  0.278562494E+00  0.278564637E+00  0.214315926E-05
  0.980000000E+00  0.276470613E+00  0.276472636E+00  0.202310945E-05
  0.985000000E+00  0.274544611E+00  0.274546508E+00  0.189739397E-05
  0.990000000E+00  0.272784201E+00  0.272785967E+00  0.176614606E-05
  0.995000000E+00  0.271188942E+00  0.271190572E+00  0.162950441E-05
  0.100000000E+01  0.269758243E+00  0.269759731E+00  0.148761306E-05
