 #         t          y_h            y_exact      E(ABS)
  0.165000000E+00  0.919600285E+00  0.921755627E+00  0.215534146E-02
  0.170000000E+00  0.919305994E+00  0.921490523E+00  0.218452932E-02
  0.175000000E+00  0.919090997E+00  0.921302219E+00  0.221122149E-02
  0.180000000E+00  0.918950575E+00  0.921185981E+00  0.223540562E-02
  0.185000000E+00  0.918879957E+00  0.921137029E+00  0.225707173E-02
  0.190000000E+00  0.918874331E+00  0.921150543E+00  0.227621218E-02
  0.195000000E+00  0.918928841E+00  0.921221663E+00  0.229282169E-02
  0.200000000E+00  0.919038601E+00  0.921345498E+00  0.230689735E-02
  0.205000000E+00  0.919198691E+00  0.921517129E+00  0.231843864E-02
  0.210000000E+00  0.919404166E+00  0.921731613E+00  0.232744740E-02
  0.215000000E+00  0.919650061E+00  0.921983988E+00  0.233392784E-02
  0.220000000E+00  0.919931394E+00  0.922269281E+00  0.233788655E-02
  0.225000000E+00  0.920243173E+00  0.922582506E+00  0.233933248E-02
  0.230000000E+00  0.920580399E+00  0.922918676E+00  0.233827693E-02
  0.235000000E+00  0.920938071E+00  0.923272804E+00  0.233473357E-02
  0.240000000E+00  0.921311190E+00  0.923639909E+00  0.232871838E-02
  0.245000000E+00  0.921694768E+00  0.924015018E+00  0.232024966E-02
  0.250000000E+00  0.922083827E+00  0.924393175E+00  0.230934803E-02
  0.255000000E+00  0.922473408E+00  0.924769444E+00  0.229603638E-02
  0.260000000E+00  0.922858574E+00  0.925138913E+00  0.228033986E-02
  0.265000000E+00  0.923234414E+00  0.925496700E+00  0.226228586E-02
  0.270000000E+00  0.923596052E+00  0.925837956E+00  0.224190398E-02
  0.275000000E+00  0.923938645E+00  0.926157871E+00  0.221922600E-02
  0.280000000E+00  0.924257394E+00  0.926451680E+00  0.219428586E-02
  0.285000000E+00  0.924547543E+00  0.926714663E+00  0.216711961E-02
  0.290000000E+00  0.924804389E+00  0.926942155E+00  0.213776539E-02
  0.295000000E+00  0.925023283E+00  0.927129546E+00  0.210626338E-02
  0.300000000E+00  0.925199635E+00  0.927272291E+00  0.207265578E-02
  0.305000000E+00  0.925328919E+00  0.927365906E+00  0.203698676E-02
  0.310000000E+00  0.925406679E+00  0.927405981E+00  0.199930239E-02
  0.315000000E+00  0.925428528E+00  0.927388178E+00  0.195965064E-02
  0.320000000E+00  0.925390158E+00  0.927308240E+00  0.191808133E-02
  0.325000000E+00  0.925287343E+00  0.927161989E+00  0.187464603E-02
  0.330000000E+00  0.925115939E+00  0.926945337E+00  0.182939807E-02
  0.335000000E+00  0.924871892E+00  0.926654285E+00  0.178239246E-02
  0.340000000E+00  0.924551243E+00  0.926284929E+00  0.173368583E-02
  0.345000000E+00  0.924150126E+00  0.925833463E+00  0.168333640E-02
  0.350000000E+00  0.923664779E+00  0.925296183E+00  0.163140389E-02
  0.355000000E+00  0.923091540E+00  0.924669489E+00  0.157794951E-02
  0.360000000E+00  0.922426857E+00  0.923949893E+00  0.152303584E-02
  0.365000000E+00  0.921667289E+00  0.923134016E+00  0.146672681E-02
  0.370000000E+00  0.920809508E+00  0.922218596E+00  0.140908764E-02
  0.375000000E+00  0.919850303E+00  0.921200488E+00  0.135018474E-02
  0.380000000E+00  0.918786586E+00  0.920076672E+00  0.129008568E-02
  0.385000000E+00  0.917615388E+00  0.918844248E+00  0.122885913E-02
  0.390000000E+00  0.916333871E+00  0.917500446E+00  0.116657475E-02
  0.395000000E+00  0.914939321E+00  0.916042625E+00  0.110330316E-02
  0.400000000E+00  0.913429160E+00  0.914468276E+00  0.103911586E-02
  0.405000000E+00  0.911800941E+00  0.912775026E+00  0.974085162E-03
  0.410000000E+00  0.910052353E+00  0.910960637E+00  0.908284100E-03
  0.415000000E+00  0.908181225E+00  0.909023011E+00  0.841786391E-03
  0.420000000E+00  0.906185526E+00  0.906960192E+00  0.774666344E-03
  0.425000000E+00  0.904063367E+00  0.904770365E+00  0.706998788E-03
  0.430000000E+00  0.901813002E+00  0.902451861E+00  0.638859003E-03
  0.435000000E+00  0.899432834E+00  0.900003156E+00  0.570322644E-03
  0.440000000E+00  0.896921409E+00  0.897422875E+00  0.501465668E-03
  0.445000000E+00  0.894277425E+00  0.894709789E+00  0.432364259E-03
  0.450000000E+00  0.891499727E+00  0.891862822E+00  0.363094755E-03
  0.455000000E+00  0.888587314E+00  0.888881047E+00  0.293733570E-03
  0.460000000E+00  0.885539333E+00  0.885763690E+00  0.224357126E-03
  0.465000000E+00  0.882355085E+00  0.882510127E+00  0.155041769E-03
  0.470000000E+00  0.879034026E+00  0.879119890E+00  0.858637015E-04
  0.475000000E+00  0.875575763E+00  0.875592661E+00  0.168989060E-04
  0.480000000E+00  0.871980056E+00  0.871928279E+00  0.517769307E-04
  0.485000000E+00  0.868246822E+00  0.868126733E+00  0.120088490E-03
  0.490000000E+00  0.864376129E+00  0.864188169E+00  0.187960897E-03
  0.495000000E+00  0.860368201E+00  0.860112882E+00  0.255319790E-03
  0.500000000E+00  0.856223414E+00  0.855901323E+00  0.322091399E-03
  0.505000000E+00  0.851942297E+00  0.851554094E+00  0.388202611E-03
  0.510000000E+00  0.847525532E+00  0.847071951E+00  0.453581049E-03
  0.515000000E+00  0.842973952E+00  0.842455796E+00  0.518155136E-03
  0.520000000E+00  0.838288540E+00  0.837706686E+00  0.581854169E-03
  0.525000000E+00  0.833470431E+00  0.832825823E+00  0.644608388E-03
  0.530000000E+00  0.828520907E+00  0.827814558E+00  0.706349042E-03
  0.535000000E+00  0.823441396E+00  0.822674387E+00  0.767008458E-03
  0.540000000E+00  0.818233473E+00  0.817406952E+00  0.826520107E-03
  0.545000000E+00  0.812898856E+00  0.812014037E+00  0.884818670E-03
  0.550000000E+00  0.807439406E+00  0.806497566E+00  0.941840098E-03
  0.555000000E+00  0.801857124E+00  0.800859602E+00  0.997521679E-03
  0.560000000E+00  0.796154149E+00  0.795102347E+00  0.105180210E-02
  0.565000000E+00  0.790332755E+00  0.789228134E+00  0.110462150E-02
  0.570000000E+00  0.784395352E+00  0.783239430E+00  0.115592153E-02
  0.575000000E+00  0.778344479E+00  0.777138833E+00  0.120564543E-02
  0.580000000E+00  0.772182804E+00  0.770929066E+00  0.125373805E-02
  0.585000000E+00  0.765913122E+00  0.764612976E+00  0.130014592E-02
  0.590000000E+00  0.759538349E+00  0.758193531E+00  0.134481732E-02
  0.595000000E+00  0.753061523E+00  0.751673821E+00  0.138770231E-02
  0.600000000E+00  0.746485799E+00  0.745057046E+00  0.142875276E-02
  0.605000000E+00  0.739814443E+00  0.738346521E+00  0.146792245E-02
  0.610000000E+00  0.733050836E+00  0.731545669E+00  0.150516707E-02
  0.615000000E+00  0.726198462E+00  0.724658017E+00  0.154044429E-02
  0.620000000E+00  0.719260910E+00  0.717687196E+00  0.157371376E-02
  0.625000000E+00  0.712241870E+00  0.710636933E+00  0.160493720E-02
  0.630000000E+00  0.705145127E+00  0.703511048E+00  0.163407843E-02
  0.635000000E+00  0.697974558E+00  0.696313455E+00  0.166110337E-02
  0.640000000E+00  0.690734130E+00  0.689048150E+00  0.168598009E-02
  0.645000000E+00  0.683427893E+00  0.681719214E+00  0.170867886E-02
  0.650000000E+00  0.676059978E+00  0.674330806E+00  0.172917215E-02
  0.655000000E+00  0.668634594E+00  0.666887159E+00  0.174743469E-02
  0.660000000E+00  0.661156018E+00  0.659392574E+00  0.176344345E-02
  0.665000000E+00  0.653628598E+00  0.651851420E+00  0.177717772E-02
  0.670000000E+00  0.646056745E+00  0.644268126E+00  0.178861905E-02
  0.675000000E+00  0.638444928E+00  0.636647176E+00  0.179775137E-02
  0.680000000E+00  0.630797671E+00  0.628993110E+00  0.180456090E-02
  0.685000000E+00  0.623119547E+00  0.621310511E+00  0.180903625E-02
  0.690000000E+00  0.615415176E+00  0.613604008E+00  0.181116837E-02
  0.695000000E+00  0.607689218E+00  0.605878267E+00  0.181095060E-02
  0.700000000E+00  0.599946368E+00  0.598137989E+00  0.180837865E-02
  0.705000000E+00  0.592191353E+00  0.590387903E+00  0.180345061E-02
  0.710000000E+00  0.584428928E+00  0.582632761E+00  0.179616695E-02
  0.715000000E+00  0.576663868E+00  0.574877337E+00  0.178653054E-02
  0.720000000E+00  0.568900965E+00  0.567126418E+00  0.177454662E-02
  0.725000000E+00  0.561145024E+00  0.559384801E+00  0.176022279E-02
  0.730000000E+00  0.553400857E+00  0.551657288E+00  0.174356904E-02
  0.735000000E+00  0.545673279E+00  0.543948681E+00  0.172459770E-02
  0.740000000E+00  0.537967103E+00  0.536263779E+00  0.170332344E-02
  0.745000000E+00  0.530287134E+00  0.528607370E+00  0.167976328E-02
  0.750000000E+00  0.522638165E+00  0.520984229E+00  0.165393653E-02
  0.755000000E+00  0.515024974E+00  0.513399109E+00  0.162586479E-02
  0.760000000E+00  0.507452317E+00  0.505856745E+00  0.159557195E-02
  0.765000000E+00  0.499924921E+00  0.498361837E+00  0.156308411E-02
  0.770000000E+00  0.492447487E+00  0.490919057E+00  0.152842964E-02
  0.775000000E+00  0.485024676E+00  0.483533037E+00  0.149163905E-02
  0.780000000E+00  0.477661111E+00  0.476208366E+00  0.145274504E-02
  0.785000000E+00  0.470361369E+00  0.468949587E+00  0.141178243E-02
  0.790000000E+00  0.463129978E+00  0.461761190E+00  0.136878813E-02
  0.795000000E+00  0.455971413E+00  0.454647612E+00  0.132380111E-02
  0.800000000E+00  0.448890087E+00  0.447613225E+00  0.127686236E-02
  0.805000000E+00  0.441890354E+00  0.440662339E+00  0.122801484E-02
  0.810000000E+00  0.434976499E+00  0.433799195E+00  0.117730344E-02
  0.815000000E+00  0.428152734E+00  0.427027959E+00  0.112477495E-02
  0.820000000E+00  0.421423197E+00  0.420352719E+00  0.107047799E-02
  0.825000000E+00  0.414791946E+00  0.413777483E+00  0.101446299E-02
  0.830000000E+00  0.408262953E+00  0.407306171E+00  0.956782103E-03
  0.835000000E+00  0.401840105E+00  0.400942616E+00  0.897489189E-03
  0.840000000E+00  0.395527194E+00  0.394690555E+00  0.836639740E-03
  0.845000000E+00  0.389327919E+00  0.388553628E+00  0.774290832E-03
  0.850000000E+00  0.383245876E+00  0.382535375E+00  0.710501067E-03
  0.855000000E+00  0.377284562E+00  0.376639232E+00  0.645330516E-03
  0.860000000E+00  0.371447364E+00  0.370868524E+00  0.578840657E-03
  0.865000000E+00  0.365737561E+00  0.365226467E+00  0.511094316E-03
  0.870000000E+00  0.360158318E+00  0.359716162E+00  0.442155604E-03
  0.875000000E+00  0.354712683E+00  0.354340593E+00  0.372089853E-03
  0.880000000E+00  0.349403586E+00  0.349102622E+00  0.300963551E-03
  0.885000000E+00  0.344233832E+00  0.344004988E+00  0.228844277E-03
  0.890000000E+00  0.339206104E+00  0.339050303E+00  0.155800634E-03
  0.895000000E+00  0.334322954E+00  0.334241051E+00  0.819021773E-04
  0.900000000E+00  0.329586803E+00  0.329579584E+00  0.721935241E-05
  0.905000000E+00  0.324999943E+00  0.325068120E+00  0.681765811E-04
  0.910000000E+00  0.320564527E+00  0.320708740E+00  0.144213618E-03
  0.915000000E+00  0.316282570E+00  0.316503389E+00  0.220819077E-03
  0.920000000E+00  0.312155950E+00  0.312453870E+00  0.297919677E-03
  0.925000000E+00  0.308186402E+00  0.308561844E+00  0.375441605E-03
  0.930000000E+00  0.304375517E+00  0.304828828E+00  0.453310595E-03
  0.935000000E+00  0.300724743E+00  0.301256195E+00  0.531451994E-03
  0.940000000E+00  0.297235380E+00  0.297845171E+00  0.609790844E-03
  0.945000000E+00  0.293908581E+00  0.294596832E+00  0.688251951E-03
  0.950000000E+00  0.290745348E+00  0.291512108E+00  0.766759961E-03
  0.955000000E+00  0.287746536E+00  0.288591776E+00  0.845239435E-03
  0.960000000E+00  0.284912848E+00  0.285836463E+00  0.923614925E-03
  0.965000000E+00  0.282244834E+00  0.283246645E+00  0.100181105E-02
  0.970000000E+00  0.279742894E+00  0.280822647E+00  0.107975255E-02
  0.975000000E+00  0.277407273E+00  0.278564637E+00  0.115736441E-02
  0.980000000E+00  0.275238064E+00  0.276472636E+00  0.123457188E-02
  0.985000000E+00  0.273235208E+00  0.274546508E+00  0.131130059E-02
  0.990000000E+00  0.271398490E+00  0.272785967E+00  0.138747657E-02
  0.995000000E+00  0.269727545E+00  0.271190572E+00  0.146302641E-02
  0.100000000E+01  0.268221854E+00  0.269759731E+00  0.153787723E-02
